# Logfile created on 2026-03-25 23:00:47 +0100 by logger.rb/v1.5.3
2026-03-25 23:00:47 +0100: Memory Usage (437540K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/HPA_project_wrapper.gds
2026-03-25 23:00:47 +0100: Memory Usage (437540K) : Ruby Version for klayout: 3.2.3
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : Loading database to memory is complete.
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/drc_run_HPA/HPA_project_wrapper_HPA_topmetal1.lyrdb
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : Evaluate switches.
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : tables selected: topmetal1
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : flat mode is enabled.
2026-03-25 23:00:49 +0100: Memory Usage (473644K) : nometfiller_drw has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (473644K) : prboundary_drw has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (473644K) : exchange0_drw has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (473908K) : exchange0_pin has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (473908K) : exchange0_text has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (473908K) : exchange1_drw has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange1_pin has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange1_text has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange2_drw has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange2_pin has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange2_text has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange3_drw has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange3_pin has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange3_text has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange4_drw has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange4_pin has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : exchange4_text has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : isonwell_drw has 0 polygons
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Total no. of polygons in the design is 55451
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Loaded TECH DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Loaded default DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/tech/drc/rule_decks/sg13g2_tech_default.json
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : The following rules values were missing in tech json and default values were used:
2026-03-25 23:00:49 +0100: Memory Usage (474172K) :   - Cnt_c_digibnd
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Total area of the design is 54805.149724999996 um^2.
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : The design dimensions are 309.90500000000003 µm * 176.845 µm.
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Starting general IHP-SG13G2 derivations.
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Starting Pwell derivations
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Starting IHP-SG13G2 DRC rules.
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Starting 5.22. TopMetal1 table
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Executing rule TM1.a
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : Executing rule TM1.b
2026-03-25 23:00:49 +0100: Memory Usage (474172K) : KLayout DRC run for tables 'topmetal1' completed in 1.8 seconds
