# Logfile created on 2026-03-25 23:00:38 +0100 by logger.rb/v1.5.3
2026-03-25 23:00:38 +0100: Memory Usage (437096K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/HPA_project_wrapper.gds
2026-03-25 23:00:38 +0100: Memory Usage (437096K) : Ruby Version for klayout: 3.2.3
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : Loading database to memory is complete.
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/drc_run_HPA/HPA_project_wrapper_HPA_cont.lyrdb
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : Evaluate switches.
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : tables selected: cont
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : flat mode is enabled.
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : FEOL enabled: false
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : BEOL enabled: false
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : OFFGRID enabled: true
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : PIN enabled: false
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : FORBIDDEN enabled: false
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : RECOMMENDED enabled: true
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : PreCheck DRC enabled: false
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : CONNECTIVITY_RULES enabled: false.
2026-03-25 23:00:40 +0100: Memory Usage (451760K) : Read in polygons from layers.
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : activ_drw has 198 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : activ_pin has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : activ_mask has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : activ_filler has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : activ_nofill has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : activ_opc has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : activ_iopc has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : activ_noqrc has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : biwind_drw has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : biwind_opc has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (454536K) : pemwind_drw has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (455028K) : gatpoly_drw has 108 polygons
2026-03-25 23:00:40 +0100: Memory Usage (455028K) : gatpoly_pin has 124 polygons
2026-03-25 23:00:40 +0100: Memory Usage (455028K) : gatpoly_filler has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (455028K) : gatpoly_nofill has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (455028K) : gatpoly_opc has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (455028K) : gatpoly_iopc has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (455028K) : gatpoly_noqrc has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : cont_drw has 16803 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : cont_opc has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : nsd_drw has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : nsd_block has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : metal1_drw has 390 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : metal1_pin has 515 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : metal1_mask has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : metal1_filler has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : metal1_nofill has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : metal1_slit has 0 polygons
2026-03-25 23:00:40 +0100: Memory Usage (459780K) : metal1_text has 0 polygons
